birthday,gender,age,height,sport,noc,gold,silver,bronze
2005-02-03,1,18,1.6,Table Tennis,KAZ,0,0,0
2006-06-29,0,17,1.71,Archery,UZB,0,0,0
2001-07-19,0,22,1.73,Football,UZB,0,0,1
2002-06-01,1,21,1.63,Taekwondo,TJK,0,0,0
1996-03-21,1,27,1.76,Water Polo,KAZ,0,0,1
2003-11-14,0,19,1.81,Kabaddi,IRI,0,1,0
1994-04-17,0,29,1.81,Kabaddi,IRI,0,1,0
1992-04-16,0,31,2.04,Basketball,IRI,0,0,0
2000-01-27,0,23,1.96,Archery,KAZ,0,0,0
1998-01-08,0,25,1.85,Wrestling,IRI,1,0,0
2002-12-01,0,20,1.73,Wrestling,TJK,0,0,0
1997-08-16,1,26,1.56,Athletics,IND,0,1,0
1991-07-15,0,32,1.65,Esports,NEP,0,0,0
1994-05-26,1,29,1.68,Go,TPE,0,0,0
2003-04-16,1,20,1.82,Cycling Track,UZB,0,0,0
1990-06-12,0,33,1.82,Hockey,JPN,0,1,0
1990-06-01,0,33,1.71,Sepaktakraw,JPN,0,0,0
2004-06-12,1,19,1.63,Swimming,JPN,0,0,0
1985-09-21,0,38,1.71,Bridge,JPN,0,0,1
2007-01-17,0,16,1.88,Cricket,MDV,0,0,0
1998-10-01,1,25,1.78,Softball,JPN,1,0,0
1996-09-03,1,27,1.55,Karate,JPN,0,0,0
1997-02-03,0,26,1.63,Weightlifting,JPN,0,0,0
2002-04-25,0,21,1.66,Trampoline Gymnastics,JPN,0,0,0
1998-09-30,0,25,1.63,Cricket,JPN,0,0,0
1996-07-15,0,27,1.81,Rowing,JPN,0,0,0
1997-02-04,1,26,1.61,Fencing,JPN,0,0,1
1995-08-27,1,28,1.67,Basketball,JPN,0,1,0
2003-11-24,0,19,1.74,Sailing,JPN,0,0,0
1990-07-16,1,33,1.76,Beach Volleyball,JPN,0,1,0
1988-04-07,0,35,1.76,Canoe Sprint,JPN,0,0,1
1996-12-13,0,26,1.8,Swimming,JPN,0,0,1
1993-04-05,0,30,1.82,Boxing,SYR,0,0,0
1994-04-13,0,29,1.77,Shooting,KOR,0,0,1
2000-01-06,1,23,1.63,Athletics,CHN,0,1,0
2001-11-06,0,21,1.83,Wrestling,CAM,0,0,0
1995-08-09,0,28,1.77,Baseball,JPN,0,0,1
2003-06-02,0,20,1.76,Tennis,JPN,0,0,0
2003-07-29,1,20,1.7,Shooting,TLS,0,0,0
1996-08-10,1,27,1.67,Dragon Boat,MYA,0,0,1
2004-06-16,1,19,1.7,Taekwondo,MYA,0,0,0
2005-01-25,0,18,1.85,Ju-jitsu,CAM,0,0,0
2004-02-29,0,19,1.71,Diving,IRI,0,0,0
1997-08-13,1,26,1.63,Roller Skating,IRI,0,0,0
2001-07-27,0,22,1.82,Tennis,IRI,0,0,0
1999-01-23,0,24,1.78,Taekwondo,KSA,0,0,0
2003-03-01,1,20,1.52,Football,BAN,0,0,0
2002-11-23,0,20,1.7,3x3 Basketball,QAT,0,1,0
1995-04-20,0,28,1.65,Hockey,MAS,0,0,0
1995-04-18,0,28,1.71,Sepaktakraw,MAS,0,2,0
2001-10-22,0,21,1.8,Baseball,SGP,0,0,0
2003-03-17,0,20,1.65,Dragon Boat,MAS,0,0,0
2003-02-06,1,20,1.51,Karate,BRU,0,0,1
2000-02-21,0,23,1.76,Archery,MAS,0,0,1
2001-05-25,0,22,1.78,Baseball,SGP,0,0,0
1996-02-26,0,27,1.6,Badminton,MDV,0,0,0
2002-09-02,0,21,1.88,3x3 Basketball,MDV,0,0,0
2002-11-26,1,20,1.68,Shooting,BRN,0,0,0
2000-02-09,0,23,1.79,Esports,MDV,0,0,0
1986-04-13,0,37,1.74,Shooting,BRN,0,0,0
1996-11-23,0,26,1.75,Esports,MDV,0,0,0
2000-10-24,0,22,1.64,Baseball,SGP,0,0,0
2001-02-07,0,22,1.79,Handball,BRN,0,1,0
2001-06-04,0,22,1.75,Football,BRN,0,0,0
1994-07-05,0,29,1.9,Rowing,SRI,0,0,0
2001-10-05,0,22,1.72,Esports,SRI,0,0,0
2000-09-13,0,23,1.8,3x3 Basketball,MDV,0,0,0
2005-08-04,0,18,1.8,Cricket,MDV,0,0,0
1982-09-24,1,41,1.68,Shooting,MAS,0,0,0
1997-10-19,0,25,1.78,Basketball,UAE,0,0,0
1987-07-03,0,36,1.83,Squash,KUW,0,0,0
1994-12-28,0,28,1.9,Cricket,HKG,0,0,0
1992-07-08,0,31,1.88,Cricket,HKG,0,0,0
1996-08-02,0,27,1.89,Sepaktakraw,MAS,0,2,0
1968-05-22,0,55,1.88,Bridge,PAK,0,0,0
2000-06-25,0,23,1.9,Volleyball,AFG,0,0,0
1987-06-10,0,36,1.66,Cricket,AFG,0,1,0
2004-03-31,1,19,1.76,Volleyball,AFG,0,0,0
2001-09-22,1,22,1.81,Volleyball,AFG,0,0,0
2002-04-23,1,21,1.81,Volleyball,AFG,0,0,0
1989-09-08,0,34,1.7,Wushu,IRI,0,1,0
2002-10-18,0,20,1.7,Esports,SRI,0,0,0
1996-02-24,1,27,1.72,Shooting,QAT,0,0,0
2005-07-30,0,18,1.8,Taekwondo,BRN,0,0,0
2002-03-25,0,21,1.7,Athletics,KSA,0,0,0
1996-02-24,1,27,1.7,Shooting,QAT,0,0,0
1997-05-19,0,26,2.01,Basketball,KSA,0,0,0
2001-07-27,0,22,1.84,Football,PLE,0,0,0
1990-06-02,1,33,1.8,Shooting,QAT,0,0,0
1986-05-15,0,37,1.91,Volleyball,IND,0,0,0
1998-08-23,0,25,1.7,Kabaddi,MAS,0,0,0
2002-12-19,1,20,1.58,Shooting,MAS,0,0,0
2003-09-11,1,20,1.52,Cycling Track,MAS,0,0,1
1998-03-07,0,25,1.72,Boxing,MAS,0,0,0
1990-05-17,0,33,1.78,Archery,MAS,0,0,1
1994-04-30,0,29,1.7,Sepaktakraw,MAS,0,1,0
2004-10-26,0,18,1.7,Dragon Boat,MAS,0,0,0
1997-12-03,0,25,1.74,Cycling Track,MAS,0,0,1
2005-11-01,1,17,1.62,Shooting,THA,0,0,0
1992-06-08,0,31,1.8,Fencing,IRQ,0,0,0
2004-11-26,0,18,1.84,Fencing,KGZ,0,0,0
1993-03-21,0,30,1.86,Canoe Sprint,IRI,0,0,1
2002-07-27,1,21,1.72,Rowing,IRI,0,1,0
2001-05-09,0,22,1.74,Wushu,IRI,0,0,0
2002-09-26,0,21,1.74,Baseball,HKG,0,0,0
1999-08-03,0,24,1.74,Baseball,HKG,0,0,0
2001-06-16,1,22,1.66,Artistic Swimming,HKG,0,0,0
2006-11-12,1,16,1.6,Swimming,HKG,0,0,0
1995-07-13,1,28,1.55,Wushu,HKG,0,0,0
1995-09-18,0,28,1.85,Canoe Sprint,HKG,0,0,0
1997-07-12,1,26,1.69,Athletics,BRN,0,0,0
1999-11-06,1,23,1.8,Volleyball,THA,0,0,1
2005-07-02,1,18,1.62,3x3 Basketball,NEP,0,0,0
2000-08-01,0,23,1.8,Weightlifting,KGZ,0,0,0
2003-09-23,0,20,1.85,Fencing,UZB,0,0,0
1986-08-28,0,37,1.86,Athletics,JOR,0,0,0
1990-01-22,1,33,1.64,Kurash,KGZ,0,0,0
1993-01-01,1,30,1.52,Cricket,BAN,0,0,1
2003-03-21,0,20,1.82,Cricket,BAN,0,0,1
1993-02-05,1,30,1.52,Cricket,BAN,0,0,1
1993-11-05,1,29,1.67,Hockey,IND,0,0,1
1998-10-13,1,24,1.6,Dragon Boat,INA,0,3,0
1999-09-06,1,24,1.67,Boxing,MGL,0,0,0
2003-04-04,1,20,1.72,Sailing,THA,0,0,0
2003-03-29,0,20,1.75,Swimming,CAM,0,0,0
2000-07-19,0,23,1.82,Baseball,KOR,1,0,0
2010-01-08,1,13,1.73,Water Polo,KOR,0,0,0
2003-12-23,0,19,1.88,Baseball,KOR,1,0,0
2011-04-15,0,12,1.45,Skateboarding,KOR,0,0,0
2001-07-30,0,22,1.94,Basketball,KOR,0,0,0
1992-03-24,1,31,1.74,Volleyball,KOR,0,0,0
2000-12-15,1,22,1.64,Kabaddi,KOR,0,0,0
1992-02-28,1,31,1.67,Football,KOR,0,0,0
1997-02-25,1,26,1.63,Diving,KOR,0,0,0
2002-12-03,0,20,1.77,Swimming,KOR,0,0,0
1987-03-15,1,36,1.55,Dragon Boat,THA,0,0,1
2007-06-10,1,16,1.51,Athletics,MDV,0,0,0
2002-05-15,0,21,1.55,Cricket,PAK,0,0,0
1989-01-14,0,34,1.69,Sport Climbing,PHI,0,0,0
2001-07-01,0,22,1.73,Cricket,BAN,0,0,1
1997-08-17,1,26,1.73,Volleyball,AFG,0,0,0
1995-12-18,0,27,1.56,Soft Tennis,PHI,0,0,0
1997-06-10,0,26,1.83,Basketball,THA,0,0,0
1992-03-14,0,31,1.94,Basketball,THA,0,0,0
2003-09-17,1,20,1.54,Sport Climbing,JPN,1,0,0
1983-04-13,0,40,1.73,Shooting,JPN,0,0,0
1984-04-20,0,39,1.77,Shooting,JPN,0,0,0
1995-03-17,1,28,1.73,Athletics,JPN,0,0,1
2002-04-07,0,21,1.68,Swimming,JPN,0,0,0
1997-02-11,0,26,1.86,Baseball,JPN,0,0,1
2001-08-17,1,22,1.56,Roller Skating,JPN,0,1,0
1996-08-09,1,27,1.63,Swimming,JPN,0,0,1
2004-09-07,0,19,1.6,Water Polo,THA,0,0,0
2001-05-28,1,22,1.6,Sepaktakraw,LAO,0,0,2
1998-10-06,1,25,1.65,Athletics,JPN,0,1,0
1993-03-26,0,30,1.83,Taekwondo,PHI,0,0,0
1996-11-23,0,26,1.9,Athletics,PHI,0,0,0
1995-01-05,1,28,1.75,Volleyball,AFG,0,0,0
2002-02-13,1,21,1.6,Cricket,BAN,0,0,1
1993-03-10,0,30,1.8,Football,IRI,0,0,0
1995-08-24,0,28,1.6,Karate,JPN,2,0,0
1997-06-19,0,26,1.67,Karate,JPN,1,0,0
1993-10-10,1,29,1.64,Basketball,JPN,0,1,0
1992-02-14,0,31,1.82,Handball,JPN,0,0,0
1990-10-23,1,32,1.6,Athletics,BRN,1,0,0
2003-11-27,0,19,1.94,Volleyball,CAM,0,0,0
2004-12-27,0,18,1.74,Sepaktakraw,LAO,0,0,1
2000-12-17,1,22,1.57,Water Polo,SGP,0,0,0
1986-12-26,1,36,1.55,Hockey,HKG,0,0,0
1998-07-06,0,25,1.94,Volleyball,CAM,0,0,0
2008-06-26,0,15,1.7,Basketball,QAT,0,0,0
2006-03-28,0,17,1.7,3x3 Basketball,QAT,0,1,0
1994-04-25,0,29,1.8,Boxing,IRI,0,0,0
1987-08-22,0,36,2.03,Volleyball,IRI,1,0,0
1984-01-01,0,39,1.87,Shooting,LBN,0,0,0
2001-11-25,0,21,1.76,Kurash,LBN,0,0,0
1995-06-05,0,28,1.73,Cycling Track,HKG,0,0,0
1991-03-27,0,32,1.78,Basketball,THA,0,0,0
1997-04-12,0,26,1.68,Baseball,THA,0,0,0
1999-12-02,1,23,1.64,Athletics,BRN,0,0,0
2000-06-07,1,23,1.65,Athletics,BRN,1,0,0
2004-03-16,1,19,1.65,Athletics,SRI,0,0,1
2002-10-11,1,20,1.57,Artistic Gymnastics,THA,0,0,0
2001-12-13,0,21,1.68,Karate,THA,0,0,1
2006-05-29,0,17,1.78,Esports,THA,0,0,0
2004-02-28,1,19,1.57,Football,THA,0,0,0
2000-04-06,0,23,1.62,Hockey,MAS,0,0,0
1995-05-23,0,28,1.74,Hockey,MAS,0,0,0
2000-01-18,0,23,1.72,Hockey,INA,0,0,0
1991-04-01,0,32,1.78,Hockey,MAS,0,0,0
1997-09-18,0,26,1.73,Hockey,MAS,0,0,0
1998-12-21,0,24,1.77,Archery,MAS,0,0,0
2001-12-02,0,21,1.68,Boxing,MAS,0,0,0
1994-08-05,0,29,1.72,Sepaktakraw,SGP,0,0,0
1992-09-26,0,31,1.83,Sepaktakraw,MAS,0,2,0
2004-04-21,0,19,1.76,Athletics,QAT,0,0,0
2000-05-05,0,23,1.67,Hockey,MAS,0,0,0
1999-10-03,0,24,1.75,Hockey,MAS,0,0,0
2007-11-13,0,15,1.68,Archery,MAS,0,0,0
1990-12-05,0,32,1.7,Rugby Sevens,SGP,0,0,0
1998-10-07,0,25,1.63,Hockey,SGP,0,0,0
1992-01-07,0,31,1.77,Hockey,MAS,0,0,0
1994-08-12,0,29,1.82,Sepaktakraw,MAS,0,1,0
2001-12-22,0,21,1.98,Sepaktakraw,MAS,0,1,0
2000-01-04,0,23,1.81,Sepaktakraw,SGP,0,0,0
1990-03-05,0,33,1.72,Hockey,MAS,0,0,0
1995-04-04,0,28,1.77,Hockey,MAS,0,0,0
1999-02-19,0,24,1.83,Sepaktakraw,MAS,0,1,0
2001-03-03,0,22,1.74,Rugby Sevens,SGP,0,0,0
1989-10-28,0,33,1.62,Sepaktakraw,SGP,0,0,0
1997-08-25,0,26,1.73,Hockey,MAS,0,0,0
2006-07-03,0,17,1.68,Cricket,MAS,0,0,0
2001-09-03,0,22,1.71,Artistic Gymnastics,MAS,0,0,1
2004-12-01,0,18,1.79,Archery,MAS,0,0,0
2003-01-27,0,20,1.73,Sepaktakraw,SGP,0,0,0
1996-07-31,0,27,1.67,Sepaktakraw,MAS,0,1,0
2001-07-17,0,22,1.65,Hockey,SGP,0,0,0
2001-12-23,0,21,1.84,Sepaktakraw,MAS,0,2,0
1996-12-06,1,26,1.68,Kurash,TKM,0,0,0
1999-01-20,1,24,1.66,Athletics,TKM,0,0,0
1993-03-08,0,30,1.9,Athletics,HKG,0,0,0
2001-06-22,0,22,1.65,Esports,KSA,0,0,0
1997-07-12,1,26,1.57,Fencing,BAN,0,0,0
2007-05-12,1,16,1.62,Roller Skating,THA,0,0,0
2002-01-18,0,21,1.81,Karate,UZB,0,0,0
1997-06-10,1,26,1.6,Table Tennis,IND,0,0,1
1974-11-18,0,48,1.68,Bridge,IND,0,1,0
1995-10-10,1,27,1.6,Table Tennis,IND,0,0,1
1997-01-28,0,26,1.75,Tennis,TJK,0,0,0
2003-10-11,0,19,1.63,Wrestling,KAZ,0,0,0
1999-06-06,1,24,1.7,Archery,KAZ,0,0,0
1999-07-01,0,24,1.74,Esports,TJK,0,0,0
1989-08-27,0,34,1.7,Esports,TJK,0,0,0
2000-09-22,0,23,1.75,Esports,KAZ,0,0,0
1996-07-05,0,27,1.84,Baseball,JPN,0,0,1
1998-11-25,0,24,1.74,Squash,SRI,0,0,0
1994-03-27,0,29,1.68,Sepaktakraw,INA,0,1,0
1999-05-13,0,24,1.9,Boxing,UZB,0,0,0
1995-08-06,0,28,1.75,Dragon Boat,INA,1,1,1
2000-10-31,0,22,1.69,Sport Climbing,INA,0,1,0
2000-08-22,0,23,1.78,Fencing,UZB,0,0,0
2003-01-01,1,20,1.6,Judo,TJK,0,0,0
2000-09-01,1,23,1.71,Football,KOR,0,0,0
1997-03-04,1,26,1.67,Soft Tennis,KOR,1,0,2
1998-02-28,1,25,1.56,Wrestling,PRK,1,0,0
2002-01-09,1,21,1.7,Judo,PRK,0,1,0
1996-06-23,0,27,1.89,Athletics,SGP,0,0,0
1993-10-30,0,29,1.76,Ju-jitsu,BRN,0,1,0
1998-06-08,0,25,1.68,Soft Tennis,MGL,0,0,0
1999-04-18,1,24,1.65,Boxing,MGL,0,0,0
1995-10-15,0,27,1.8,Cricket,MAS,0,0,0
1988-04-16,0,35,1.86,Tennis,MGL,0,0,0
1999-03-25,0,24,1.77,Handball,MGL,0,0,0
1988-01-24,0,35,1.78,Badminton,MGL,0,0,0
2007-07-13,1,16,1.78,Swimming,MGL,0,0,0
1995-09-10,0,28,1.82,Badminton,MGL,0,0,0
2003-12-25,0,19,1.78,Cricket,MGL,0,0,0
2001-01-22,1,22,1.6,Table Tennis,MGL,0,0,0
2005-04-01,1,18,1.66,Football,MGL,0,0,0
2007-07-06,1,16,1.63,Football,MGL,0,0,0
1997-12-25,1,25,1.6,Weightlifting,MGL,0,0,0
2009-04-17,0,14,1.73,Table Tennis,MGL,0,0,0
1996-03-13,1,27,1.78,Basketball,MGL,0,0,0
1998-02-28,1,25,1.68,Judo,MGL,0,0,1
1994-08-01,0,29,1.7,Ju-jitsu,MGL,0,0,1
2007-06-20,0,16,1.79,Badminton,MGL,0,0,0
1998-01-04,0,25,1.8,Wrestling,MGL,0,1,0
1993-08-16,0,30,1.82,Baseball,PHI,0,0,0
1990-06-29,0,33,1.9,Handball,QAT,1,0,0
1998-01-02,0,25,1.77,Football,BAN,0,0,0
1997-05-21,0,26,1.75,Sport Climbing,KAZ,0,0,0
1995-11-11,1,27,1.67,Basketball,MGL,0,0,0
2005-03-20,1,18,1.61,Archery,KAZ,0,0,0
1998-02-04,1,25,1.54,Ju-jitsu,UZB,0,0,0
2001-12-10,0,21,1.68,Weightlifting,KGZ,0,0,0
2004-04-20,1,19,1.8,Water Polo,UZB,0,0,0
1998-09-29,0,25,1.71,Athletics,JPN,0,0,1
2005-07-20,0,18,1.86,Taekwondo,TJK,0,0,0
1966-05-13,0,57,1.67,Chess,BAN,0,0,0
2008-08-24,1,15,1.69,Water Polo,UZB,0,0,0
1994-07-30,0,29,1.75,Ju-jitsu,KGZ,0,0,0
1992-05-24,0,31,1.92,Basketball,KAZ,0,0,0
2005-12-16,1,17,1.8,Fencing,UZB,0,0,1
1994-04-12,0,29,1.9,Volleyball,KGZ,0,0,0
1992-05-09,0,31,1.83,Volleyball,KGZ,0,0,0
2004-05-04,0,19,1.63,Sport Climbing,INA,0,0,0
2005-04-12,1,18,1.56,Cricket,MAS,0,0,0
2001-01-11,0,22,1.85,Boxing,INA,0,0,0
1997-03-11,1,26,1.69,Triathlon,JOR,0,0,0
1998-01-19,0,25,1.7,Basketball,QAT,0,0,0
2002-03-24,0,21,1.76,Football,INA,0,0,0
1998-09-13,0,25,1.76,Trampoline Gymnastics,KAZ,0,1,0
1996-04-11,0,27,1.82,Archery,KAZ,0,0,0
1999-10-04,0,24,1.92,Swimming,KAZ,0,0,2
1996-10-14,0,26,1.9,Basketball,JOR,0,1,0
2003-09-28,0,20,1.75,Karate,IRQ,0,0,1
1986-10-23,1,36,1.67,Handball,UZB,0,0,0
1999-10-13,0,23,1.92,Cricket,SRI,0,0,0
1990-05-03,0,33,1.73,Cricket,SGP,0,0,0
2001-05-08,0,22,1.8,Boxing,UZB,0,0,0
1987-08-01,0,36,1.88,Sailing,PAK,0,0,0
1994-08-31,0,29,1.85,Kurash,KAZ,0,0,0
1998-11-15,0,24,1.76,Athletics,TJK,0,0,0
1997-10-14,1,25,1.68,Breaking,MGL,0,0,0
2003-04-17,1,20,1.7,Boxing,MGL,0,0,0
2000-12-08,0,22,1.8,3x3 Basketball,MGL,0,0,1
1996-09-17,0,27,1.68,Diving,UZB,0,0,0
2001-10-03,0,22,1.65,Table Tennis,MGL,0,0,0
2004-05-30,1,19,1.68,Artistic Swimming,KAZ,0,0,1
1999-09-08,1,24,1.65,Wushu,MYA,0,0,0
2003-07-24,1,20,1.55,Football,MYA,0,0,0
1999-02-05,0,24,1.88,Rowing,KOR,0,0,0
1985-06-20,0,38,1.74,Dragon Boat,MYA,0,0,1
1998-04-05,1,25,1.65,Dragon Boat,MYA,0,0,1
1987-10-19,0,35,1.93,Tennis,IND,0,1,0
2003-02-28,0,20,1.81,Dragon Boat,MYA,0,0,1
1999-08-22,1,24,1.56,Football,MYA,0,0,0
2001-10-21,0,21,1.63,Esports,MYA,0,0,0
2003-08-29,1,20,1.7,Football,PRK,0,1,0
2004-08-19,0,19,1.75,Esports,KAZ,0,0,0
1992-11-06,0,30,1.98,Taekwondo,KAZ,0,0,0
2005-02-04,1,18,1.81,Handball,KAZ,0,0,0
1990-03-24,1,33,1.63,Cycling Track,KOR,0,0,1
1994-04-08,0,29,1.98,Volleyball,KOR,0,0,0
1998-03-16,0,25,1.86,Baseball,KOR,1,0,0
2006-12-07,0,16,1.77,Squash,KOR,0,0,0
1999-08-28,0,24,1.7,Badminton,KOR,0,0,1
2001-01-15,0,22,1.72,Esports,MDV,0,0,0
2004-07-14,1,19,1.72,Swimming,PAK,0,0,0
1991-09-17,0,32,1.78,Kabaddi,IRI,0,1,0
2000-08-25,0,23,1.73,Ju-jitsu,UZB,0,0,0
1989-08-19,0,34,1.78,Canoe Sprint,TJK,0,0,0
2000-06-20,1,23,1.69,Football,UZB,0,0,0
1992-08-31,0,31,1.9,Handball,KAZ,0,0,0
2001-05-27,0,22,1.76,Fencing,KAZ,0,0,1
2004-07-13,1,19,1.72,Water Polo,KAZ,0,0,1
2004-12-10,1,18,1.61,Karate,MAS,0,1,0
2004-12-21,0,18,1.85,Ju-jitsu,KSA,0,0,1
1951-05-03,1,72,1.55,Bridge,IND,0,0,0
1992-10-15,0,30,1.76,Baseball,THA,0,0,0
1997-01-02,0,26,1.84,Athletics,PAK,0,0,0
1994-10-12,0,28,1.71,Archery,PAK,0,0,0
1999-04-06,1,24,1.73,Kabaddi,IRI,0,0,1
1994-06-30,0,29,1.82,Wrestling,AFG,0,0,0
1999-12-29,1,23,1.61,Artistic Gymnastics,SGP,0,0,0
1998-11-06,1,24,1.6,Sailing,PAK,0,0,0
2001-12-07,0,21,1.76,Baseball,SGP,0,0,0
1997-09-06,1,26,1.64,Soft Tennis,INA,0,0,0
2005-06-10,0,18,1.7,Skateboarding,JPN,0,1,0
1994-08-15,1,29,1.52,Hockey,JPN,0,0,0
1996-03-18,0,27,1.64,Hockey,JPN,0,1,0
1992-05-26,1,31,1.56,Hockey,JPN,0,0,0
1997-08-16,0,26,1.78,Tennis,IND,0,0,0
1994-06-03,1,29,1.68,Sailing,JPN,0,1,0
1994-03-29,0,29,1.73,Canoe Sprint,JPN,0,1,0
1995-04-16,1,28,1.55,Football,NEP,0,0,0
2002-06-15,1,21,1.64,Table Tennis,JPN,0,1,0
1993-09-16,0,30,1.74,Cycling Track,JPN,1,0,0
2006-02-11,1,17,1.69,Weightlifting,JPN,0,0,0
1999-10-26,0,23,1.71,Hockey,JPN,0,1,0
1983-03-20,1,40,1.67,Archery,PAK,0,0,0
1991-06-04,0,32,1.78,Cricket,AFG,0,1,0
1991-11-05,1,31,1.53,Athletics,INA,0,0,0
2007-07-23,0,16,1.68,Tennis,QAT,0,0,0
2005-06-01,0,18,1.67,Tennis,QAT,0,0,0
2004-09-01,1,19,1.64,Rugby Sevens,IND,0,0,0
2004-01-07,1,19,1.49,Rugby Sevens,IND,0,0,0
2005-05-22,1,18,1.62,Taekwondo,PAK,0,0,0
1996-01-13,0,27,1.79,Dragon Boat,MYA,0,0,1
1992-05-26,0,31,1.76,Rugby Sevens,UAE,0,0,0
1994-04-26,1,29,1.63,Softball,JPN,1,0,0
1994-03-13,0,29,1.76,Sepaktakraw,JPN,0,0,1
1992-12-16,0,30,1.79,Volleyball,QAT,0,0,0
1998-07-18,1,25,1.69,Softball,JPN,1,0,0
1999-04-03,0,24,1.81,Baseball,JPN,0,0,1
2000-01-08,1,23,1.83,Volleyball,JPN,0,1,0
2000-08-13,1,23,1.59,Volleyball,JPN,0,1,0
2000-03-07,1,23,1.56,Hockey,JPN,0,0,0
1998-01-13,1,25,1.52,Shooting,JPN,0,0,0
2000-06-24,0,23,1.8,Cycling BMX Racing,JPN,1,0,0
2002-03-02,1,21,1.69,Weightlifting,JPN,0,0,0
1993-12-17,0,29,1.76,Sepaktakraw,JPN,0,0,0
1998-10-29,1,24,1.59,Softball,JPN,1,0,0
1988-04-25,1,35,1.63,Rugby Sevens,JPN,0,1,0
1996-03-04,1,27,1.7,Hockey,JPN,0,0,0
1999-01-28,0,24,1.84,Baseball,JPN,0,0,1
1994-02-21,0,29,1.85,Swimming,JPN,0,0,2
1996-08-02,0,27,1.9,Handball,JPN,0,0,0
1999-08-05,0,24,1.69,Archery,JPN,0,0,0
1996-12-29,0,26,1.73,Judo,PHI,0,0,0
1999-06-08,0,24,1.76,Cycling Track,JPN,1,0,0
1996-12-29,0,26,1.7,Judo,PHI,0,0,0
1998-03-02,0,25,1.7,Karate,JPN,0,0,0
2002-03-11,0,21,1.65,Breaking,JPN,1,0,0
1999-07-27,1,24,1.61,Football,JPN,1,0,0
1998-10-23,1,24,1.72,Handball,JPN,1,0,0
2001-03-20,0,22,1.94,Rowing,THA,0,0,0
1993-08-15,0,30,1.85,Tennis,KOR,0,0,0
1992-11-03,1,30,1.59,Rugby Sevens,HKG,0,0,1
1974-12-11,0,48,1.68,Archery,TJK,0,0,0
1998-03-23,0,25,1.66,Shooting,KOR,0,1,0
2002-05-31,1,21,1.68,Swimming,JPN,0,1,0
1998-05-01,0,25,1.98,Volleyball,JPN,0,0,1
2002-11-08,0,20,1.8,Cricket,IND,1,0,0
2006-06-07,0,17,1.63,Cricket,THA,0,0,0
1992-04-22,0,31,1.68,Wushu,IND,0,0,0
1998-12-27,0,24,1.69,Judo,BHU,0,0,0
1998-09-17,1,25,1.53,Boxing,JPN,0,0,0
1999-08-28,0,24,1.8,Baseball,JPN,0,0,1
2002-08-23,1,21,1.81,Volleyball,MGL,0,0,0
2003-05-09,0,20,1.73,Cricket,MGL,0,0,0
2004-06-06,0,19,1.73,Roller Skating,IND,0,0,0
2007-01-15,0,16,1.65,Sailing,SRI,0,0,0
1998-09-23,1,25,1.66,Judo,THA,0,0,0
1997-11-23,1,25,1.63,Dragon Boat,THA,0,0,1
2003-04-09,1,20,1.5,Football,IND,0,0,0
2000-12-30,1,22,1.62,Wushu,IND,0,1,0
1996-08-24,1,27,1.6,Ju-jitsu,PHI,0,0,1
2001-07-27,1,22,1.56,Volleyball,MGL,0,0,0
2004-05-08,0,19,1.82,Football,MGL,0,0,0
2004-06-13,0,19,1.68,Cricket,MGL,0,0,0
1990-10-28,0,32,1.8,Athletics,MGL,0,0,0
2002-09-28,0,21,1.85,Wushu,MGL,0,0,0
1996-01-17,0,27,1.76,Athletics,IND,0,0,0
2001-02-12,0,22,1.8,Esports,MGL,0,1,0
2001-06-30,0,22,1.73,Badminton,JPN,0,0,2
1994-06-05,1,29,1.73,Beach Volleyball,THA,0,0,0
1999-05-13,0,24,1.87,Sport Climbing,JPN,0,0,0
1993-11-07,0,29,1.71,Athletics,MGL,0,0,0
1997-10-08,0,26,1.8,Sepaktakraw,JPN,0,0,1
2000-07-25,1,23,1.68,Football,IND,0,0,0
1996-10-03,0,27,1.83,Rugby Sevens,HKG,1,0,0
1994-11-14,0,28,1.9,Boxing,IND,0,0,1
2001-04-24,0,22,1.84,Football,IND,0,0,0
1997-10-21,1,25,1.74,Volleyball,IND,0,0,0
2001-08-30,0,22,1.88,3x3 Basketball,KAZ,0,0,0
1989-06-15,0,34,1.9,Handball,JPN,0,0,0
2006-12-18,1,16,1.64,Swimming,JPN,0,1,1
2007-09-28,0,16,1.79,Swimming,MGL,0,0,0
1999-08-12,1,24,1.57,Football,MGL,0,0,0
2003-04-08,1,20,1.82,Judo,KGZ,0,0,0
2004-02-24,0,19,1.92,3x3 Basketball,TKM,0,0,0
1998-07-01,0,25,1.88,Shooting,IND,0,1,1
2006-02-18,0,17,1.72,Shooting,IND,1,0,0
1989-10-13,0,33,1.74,Esports,TJK,0,0,0
1995-08-27,0,28,1.83,Handball,MGL,0,0,0
1962-05-21,1,61,1.69,Dragon Boat,MAC,0,0,0
1998-04-11,0,25,1.78,Handball,KUW,0,0,1
1992-05-01,0,31,1.8,Beach Volleyball,MDV,0,0,0
2002-01-25,0,21,1.64,Cricket,MDV,0,0,0
2000-11-14,0,22,1.71,Cycling Road,BRN,0,0,0
2005-06-10,1,18,1.62,Karate,JOR,0,0,0
1998-05-23,1,25,1.62,Athletics,BRN,2,1,0
1998-05-31,0,25,1.79,Kabaddi,IRI,0,1,0
2002-12-13,0,20,1.94,Wrestling,UZB,0,0,0
